0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,1,0,0,0,0,0,1,0,0,0,0,
0,2,0,1,1,0,0,2,0,1,1,2,
0,3,0,2,2,0,0,3,0,2,1,2,
0,5,0,2,3,1,1,4,1,2,3,2,
0,6,0,2,6,2,1,4,2,3,4,2,
0,8,3,2,7,2,1,6,4,3,5,2,
1,9,6,3,7,2,1,7,6,3,5,2,
1,9,8,4,11,3,1,8,8,4,7,3,
2,10,8,5,14,6,2,9,8,5,7,6,
4,12,9,5,14,7,4,9,9,5,12,7,
4,16,10,5,17,9,4,7,10,5,12,7,
4,15,11,4,21,11,4,10,10,4,14,9,
4,14,11,4,23,11,3,14,10,4,17,10,
4,14,11,4,21,10,3,14,9,3,21,10,
3,14,8,4,23,11,3,13,7,3,21,11,
3,18,5,3,23,12,3,11,5,3,22,12,
4,22,6,2,21,12,4,17,6,2,23,12,
2,24,7,2,19,10,2,21,7,2,23,10,
4,20,6,2,22,9,4,22,6,2,20,9,
4,23,5,2,16,8,4,23,5,2,22,8,
5,24,6,2,13,8,5,22,6,2,22,8,
6,27,7,3,15,8,6,23,7,3,16,8,
6,27,8,3,13,7,6,24,8,3,17,7,
6,22,8,4,15,6,6,28,8,4,13,6,
9,19,7,5,17,5,9,26,7,5,15,5,
9,18,7,5,19,4,9,21,7,5,16,4,
7,15,6,4,14,2,7,19,6,4,18,2,
7,13,6,5,17,1,7,18,7,5,18,1,
7,15,6,5,19,3,7,16,6,5,18,3,
6,13,6,6,21,4,6,14,6,6,19,4,
7,15,7,6,22,4,7,15,7,6,21,4,
8,18,6,6,21,4,8,16,6,6,20,4,
8,20,9,6,20,4,8,16,9,6,23,4,
6,22,8,6,20,4,6,19,8,6,21,4,
6,22,8,6,18,7,6,20,8,7,22,7,
6,21,8,6,17,7,6,19,7,7,17,7,
8,21,8,7,16,6,8,20,7,7,16,6,
8,18,6,7,12,5,8,20,6,7,15,5,
9,20,5,7,11,5,9,21,5,7,14,5,
9,20,5,8,12,4,9,19,5,8,11,4,
10,17,4,7,16,4,10,20,4,7,14,4,
11,20,3,9,15,5,11,19,3,9,13,5,
10,18,3,9,15,2,10,17,3,9,16,2,
10,18,5,9,15,2,10,18,5,8,14,2,
9,18,4,8,14,2,9,18,4,8,15,2,
8,17,4,10,19,2,8,17,4,10,14,2,
7,16,4,10,17,3,7,18,4,10,16,3,
5,16,3,10,19,5,5,17,3,10,18,5,
5,18,3,8,17,5,5,16,3,8,17,5,
4,18,4,9,16,4,4,15,4,9,18,4,
3,17,4,6,16,4,3,18,4,6,16,4,
5,19,4,5,18,5,5,16,4,5,17,5,
6,17,5,5,20,5,6,19,5,5,19,5,
6,22,5,2,22,4,6,19,5,2,17,4,
7,21,5,3,26,4,7,21,5,3,20,4,
7,19,6,3,28,5,7,22,6,3,25,5,
6,22,5,2,27,6,6,20,5,2,25,6,
4,24,8,2,31,6,4,21,8,2,28,6,
4,24,7,2,29,5,4,21,7,2,28,5,
4,28,6,1,31,4,4,22,6,1,29,4,
4,25,6,1,24,5,4,26,6,1,30,5,
3,25,6,1,21,5,3,27,6,1,26,5,
4,27,5,2,20,5,4,25,5,2,22,5,
4,28,4,2,19,5,4,27,4,2,19,5,
5,24,1,4,18,5,5,26,1,4,19,5,
5,23,4,6,19,8,5,26,4,6,19,8,
3,19,5,6,17,9,3,23,5,6,18,9,
3,21,6,6,22,7,3,20,6,6,20,7,
3,20,6,6,24,9,3,19,6,6,20,9,
3,18,8,6,22,9,3,22,8,6,21,9,
3,17,9,5,22,8,3,20,9,5,22,8,
4,17,8,4,22,7,4,19,8,4,22,7,
4,16,8,2,21,6,4,17,8,2,22,6,
5,21,7,3,19,7,5,18,7,3,21,7,
6,17,8,6,16,6,6,16,8,6,17,6,
7,18,8,8,13,8,7,20,8,8,18,8,
7,17,8,10,13,9,7,18,8,10,14,9,
7,22,8,12,10,10,7,18,8,12,13,10,
7,23,9,14,16,9,7,19,9,14,13,9,
6,21,9,14,16,8,6,22,9,14,13,8,
5,21,9,12,16,7,5,25,9,12,15,7,
6,20,7,9,16,8,6,21,7,9,17,8,
6,21,8,7,19,7,6,21,8,7,16,7,
7,21,9,7,18,7,7,18,9,7,18,7,
6,18,7,6,16,7,6,21,7,6,18,7,
6,18,5,4,18,7,6,20,5,4,16,7,
8,18,5,3,20,7,8,19,5,3,20,7,
10,17,6,3,19,8,10,17,6,3,19,8,
8,21,5,3,20,6,8,17,5,3,22,6,
7,19,3,4,18,4,7,18,3,5,20,4,
8,20,3,3,17,4,8,20,3,4,18,4,
6,22,2,4,18,3,6,18,2,4,17,3,
6,20,2,5,19,2,6,21,2,5,18,2,
5,21,2,5,13,2,5,22,2,5,19,2,
3,21,3,6,9,2,3,19,3,6,14,2,
1,20,3,6,10,0,1,20,3,6,13,0,
2,16,3,5,12,0,2,21,3,5,9,0,
4,19,4,5,13,0,4,20,4,4,8,0,
3,19,3,6,13,1,3,17,3,6,13,1,
4,19,4,4,11,1,4,18,4,4,14,1,
5,22,5,5,15,1,5,18,5,5,12,1,
6,22,6,5,16,3,6,21,6,5,15,3,
7,21,6,7,18,4,7,22,6,7,14,4,
6,23,7,7,18,6,6,21,7,7,19,6,
5,21,7,6,20,6,5,24,7,6,18,6,
4,24,8,7,18,8,4,19,8,7,20,8,
5,20,7,7,16,10,5,25,7,7,18,10,
5,18,6,8,18,9,5,24,6,8,16,9,
5,17,6,7,16,9,5,19,6,7,17,9,
4,16,4,7,17,6,4,15,4,7,18,6,
5,16,5,7,15,6,5,16,5,7,18,6,
5,10,3,6,15,6,5,16,3,6,16,6,
8,15,5,5,17,4,8,11,5,5,16,4,
6,18,7,5,16,7,6,13,7,5,18,7,
7,20,8,7,19,7,7,17,8,7,19,7,
7,19,11,5,18,8,7,21,11,5,18,8,
6,18,9,4,18,10,6,20,9,4,17,10,
8,19,9,6,20,9,8,19,9,6,19,9,
6,19,8,8,17,9,6,19,8,8,19,9,
6,16,9,7,17,11,6,19,9,8,18,11,
6,17,7,9,16,8,6,17,7,10,17,8,
6,17,8,10,18,8,6,15,8,10,17,8,
5,15,9,8,17,8,5,16,9,8,18,8,
6,15,7,9,15,8,6,18,7,9,17,8,
6,15,6,9,14,7,6,16,6,9,18,7,
6,13,6,9,13,5,6,15,6,9,18,5,
6,13,6,9,12,5,6,15,6,9,16,5,
5,10,6,10,10,6,5,13,6,10,13,6,
4,10,6,8,10,6,4,13,6,8,12,6,
5,9,6,7,10,5,5,13,6,7,12,5,
5,8,5,6,9,4,5,12,5,6,11,4,
5,8,5,6,7,4,5,10,5,6,9,4,
5,8,5,6,7,3,5,9,5,6,9,3,
4,5,4,6,7,2,4,9,4,5,8,2,
4,4,4,6,7,2,4,9,4,5,8,2,
3,3,4,4,7,2,3,8,4,3,8,2,
3,1,2,2,3,2,3,7,2,2,6,2,
2,0,1,2,1,1,2,4,1,2,5,1,
2,0,0,1,0,1,2,2,0,1,3,1,
1,0,0,1,0,1,1,0,0,1,1,1,
1,0,0,1,0,1,1,0,0,1,0,1,
1,0,0,1,0,1,1,0,0,1,0,1,
1,0,0,1,0,1,1,0,0,1,0,1,
1,0,0,0,0,1,1,0,0,0,0,1,
1,0,0,0,0,0,1,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,
